T,th1,th2,th3,th4,th5,th6,th7,th8,th9,th10,th11,th12,th13,th14,th15,th16,th17,th18,th19,th20,th21,th22,th23,th24,th25,th26,th27,th28,th29,th30,th31,th32,th33,th34,th35,th36,th37,th38,th39,th40,th41,th42,th43,th44
0.21000000000000002,0.03234839857813186,0.03329402381783666,0.06774326022525558,0.09083088493727862,0.08738106803125222,0.03501970147691512,0.04200365222956926,0.03754761983469918,0.0532151963380714,0.02992853024838152,0.0666479021041605,0.10269235436268795,0.14562761652491069,0.0970377820247897,0.02736000275551082,0.03285469649648278,0.037769507653191765,0.019416637180640597,0.10702610117260371,0.04414396058277618,0.014983092266416814,0.029349466549450285,0.1054185291184701,0.03581287170906619,0.032566971464602974,0.044735116951120764,0.24537357356578948,0.07246841992546534,0.10713325698854392,0.06070643900063995,0.04368855642733124,0.029893111784478538,0.0483691521233573,0.07445655544244198,0.04488647905585543,0.06646289635877163,0.044743843316427966,0.032979380399380476,0.1011075674155708,0.06997684352853631,0.03823167462613971,0.1140312654414575,0.08296795575244169,0.0989077967708989
0.22,0.033707216615438663,0.034415173856644075,0.08467935279023725,0.0961398800854884,0.08736659160387247,0.03693470179022192,0.04615515195958634,0.03779833843770655,0.05692348267853325,0.03451638996752386,0.081719497578172,0.1050378469302906,0.16074470756505402,0.10828870766615682,0.028868878501870136,0.03748876577177298,0.04166333236120205,0.020650989523965234,0.10095181910276689,0.051172100720074165,0.016487095572802358,0.035028739634055985,0.09478448682714216,0.046437687969651135,0.03682157098111097,0.05005369486501486,0.24717527767769987,0.06908694351756614,0.11269260468378454,0.05167755169085729,0.0487940921596318,0.03035892610779955,0.04704105446056728,0.06766265492100333,0.052270143949263444,0.07339879118512557,0.04898056610312708,0.027922554547284976,0.08869588434275189,0.07568972545135534,0.04052628181642021,0.13477968327809783,0.09187566719357511,0.11617188772543306
0.23,0.03256428534672284,0.035046163467515996,0.08452909562423745,0.09395873794432118,0.0932724815227483,0.039508958711999644,0.0469300695170755,0.03541618921501743,0.055215285913246225,0.03660457455285685,0.11370755111170391,0.10411439925801272,0.16100308999906118,0.1116231156621705,0.02951978378528453,0.03874249594665392,0.0393079851332879,0.020213327350634983,0.09865518712387755,0.05406258830637547,0.017769966059025862,0.036190923691109766,0.11433697427545067,0.05011886742169345,0.04155138954737256,0.05356700744965514,0.24471251197201466,0.06060430638405733,0.10979270104918325,0.04646033295031315,0.04408996209958489,0.0342882759607229,0.04886353063729996,0.06655023950506898,0.05778285536457685,0.0831627524306003,0.04376670762535191,0.02680224273791748,0.09943385927864481,0.08475498945797151,0.052587645187271166,0.14223368167050945,0.09614404669715136,0.12989102251276025
0.24000000000000002,0.02829626830155143,0.03406925668118972,0.08201898231597081,0.08645453434890916,0.1005093511298224,0.04298536792300953,0.045170909559541096,0.028207333159016884,0.05396757883193736,0.03719712294621414,0.13685496038738543,0.13398852770191713,0.16033921447929744,0.10757403608283136,0.03118225791583639,0.03778664617768484,0.04479225919814589,0.024678992151261764,0.0807357333103387,0.0529525019962379,0.02200678818408409,0.03451498580293577,0.1352813475100799,0.0469022228972919,0.044557717878835425,0.05757516395102122,0.2404368123666324,0.04744623965838745,0.11149601136209049,0.05194575690190793,0.03781141300376362,0.03491118168387383,0.04844587249086576,0.06875913941505254,0.054859338908070425,0.10033577216941118,0.0413142542583512,0.03273888387113584,0.11554372567572632,0.09150720542702193,0.05912835921868637,0.14033164037498702,0.11370941162140513,0.13253430603349076
0.25,0.032336350932315044,0.03747704198524139,0.0787256777493663,0.0802253269722489,0.118151870723441,0.047922947648967276,0.04631755525646897,0.028542968616976045,0.05569256477173536,0.04420566992055849,0.12804613322414213,0.15917951690865342,0.15653897796890545,0.1154145552599328,0.032274009307489755,0.03683258086390347,0.052978793922601485,0.03295351151004574,0.07452453932229051,0.05808025230343351,0.024340010128426258,0.03359366440115747,0.14811171802851086,0.046097720291471946,0.047445671101954835,0.05309223484952071,0.2289421132561129,0.04205887045896096,0.11913358580365788,0.060590031152231265,0.03796619972189605,0.031707393092923544,0.04679692693974987,0.06983013937798284,0.04912550855227334,0.11446211262589964,0.0473479529852134,0.037685994624603286,0.1306048556886572,0.1119728132591402,0.06077349179691237,0.1523937874930752,0.15640465937574985,0.1342494975023749
0.26,0.04241592288942303,0.04162100824701298,0.06987017196974485,0.07655032728534272,0.13480526909095789,0.049462025088728774,0.0476703341569236,0.033610504583777734,0.0716502616859557,0.04856805578942062,0.11987400351963462,0.16849564565597708,0.14156950710593144,0.11113009730581193,0.03898908187025513,0.03640459796306508,0.06339653155294594,0.03962050284028595,0.08740475758477495,0.06899774472099454,0.023093508438046112,0.03404577546023657,0.16106084614437183,0.049468781014290295,0.05679171535489906,0.04903516416374587,0.20880284104778987,0.0471795780681371,0.11953305134900431,0.06408304270501661,0.041153910053891164,0.03814159132120953,0.051974797777726255,0.06607114049629813,0.05245658285363091,0.12666414388436484,0.05093927046665813,0.04228123858875774,0.1410748869221913,0.1132430200002859,0.06100727729832643,0.1312297342877182,0.18561336329258232,0.1408830797184865
0.27,0.049079641976154754,0.0429389402485585,0.06754339289061721,0.07555285920701026,0.13877335700037113,0.047685543413212246,0.04163796352382127,0.040043997107207824,0.07581443927855273,0.04411145181694415,0.1018712434181731,0.15596976466541457,0.1404841662653484,0.10914776505708323,0.03946005865807974,0.03562999585681732,0.0665413654903459,0.04484141063993987,0.0989257798908948,0.07047743154177563,0.020803468505718556,0.035640366651626676,0.1616927110888455,0.0530182181194588,0.07091172803305396,0.053753615506492866,0.18569077533105333,0.05262408588494245,0.11721263319166966,0.0706372244736018,0.044567598900634185,0.03804365318990343,0.06178362597573068,0.05655579382096024,0.055567512105386546,0.13506524589809,0.05485271413758629,0.0435627883738499,0.15138029817019968,0.11026103153314225,0.0586200320858569,0.12318081795706926,0.18235594756078508,0.1480389755814686
0.28,0.048992730279341444,0.04614864024441124,0.07023990376135729,0.07653356042608701,0.1423225095118606,0.046588154552842785,0.03601406359665077,0.04308724835156187,0.08137623345253647,0.046148322793015666,0.0976473250357423,0.15315900202181523,0.15283965188238774,0.12312339011519999,0.037015561367788906,0.039799623223043874,0.070158328084215,0.048895105480574484,0.09555509693293696,0.06575548068432112,0.020870637539719825,0.0414585181918797,0.16425617044193283,0.05573487328871517,0.07399280276992314,0.05895745117864806,0.2018270047300337,0.06254716875291849,0.12244811124993707,0.07700161519499255,0.042844498906419025,0.036425276818842514,0.07178841883647827,0.0576782090856516,0.058482064996247925,0.13553759293903994,0.07271250485009556,0.04932439270692834,0.1584868344533174,0.11124305856782822,0.05421597933423521,0.13164259857759952,0.15300281684108022,0.14954940914042916
0.29000000000000004,0.04181386797816353,0.051968839394235085,0.0757311560467296,0.08523104901875657,0.14958913559446818,0.05063717564495842,0.036947060140309025,0.039566488098819935,0.07748571615457454,0.053797628386792376,0.11189645409369003,0.1532251073365708,0.14858279970821983,0.13588495358197256,0.03882034411088413,0.050113974283332044,0.07121887526985067,0.050555037225194305,0.08359774121066627,0.06305515746920243,0.01850489191798381,0.04047318532278571,0.1783991467363449,0.06303975456958873,0.06666052144102967,0.05545377677291228,0.18602488218287716,0.0752019415125103,0.12822616255948968,0.08320375760545838,0.03825455793577268,0.03259733510454508,0.07656374283350484,0.06747691688934446,0.06208588927605931,0.1353617985552029,0.07763216789830174,0.055810980892031244,0.17436468051561968,0.11116834324103275,0.050995646867187466,0.13866775929891614,0.1382506640715876,0.14879527619683847
0.3,0.03987437139554999,0.05421083327409928,0.08556790174550194,0.09654044865885683,0.16330410346549637,0.05826263184857717,0.038991097269959,0.04743835947848347,0.09089568159176321,0.05704060580134714,0.09773810699178567,0.16181114133598354,0.16564914275573497,0.13755374239598556,0.040554961139127405,0.057648162089716494,0.07324453243131702,0.0492508585759286,0.07717262827903293,0.05752800764555186,0.01891893186824403,0.0339894008274146,0.18564714535796972,0.07654479464734029,0.06405827773492363,0.06640081004221335,0.18318182494459093,0.0846913217018796,0.13267082317907805,0.08012567466118059,0.04261779298172035,0.02974809224548407,0.07306170892496748,0.08218364720838121,0.0660145957105495,0.13446968820547858,0.07097825742666401,0.059081096097034796,0.19035789337400202,0.10738235443223397,0.052266398080868214,0.13499583125029474,0.13165688567289074,0.14834936242647015
0.31,0.041337333915801175,0.05429136413759206,0.09904603261035384,0.10549689489324732,0.17548595712899204,0.0670277880579661,0.04095138936888556,0.053995431311872184,0.09874112969288978,0.05657240773281109,0.08554836634523395,0.17045150861415953,0.1821436589201027,0.13473510352503593,0.042302830777625054,0.05691177273352811,0.08160037638267306,0.045663049910422936,0.0815895278967407,0.04754151401355027,0.02043053393550571,0.03590117230482898,0.1882035048820483,0.08527619911679984,0.06840623101750493,0.07058101824365909,0.18801635889601245,0.08688420327020788,0.1359433066110811,0.07760349587410602,0.047996524774922396,0.03069258865304479,0.06816799611380468,0.09462223908976938,0.06733019375866364,0.13182989646102192,0.06383151473691548,0.058612789959745136,0.1994698393148783,0.10802170310199781,0.05176243868651004,0.11368402478397215,0.12425901981895623,0.16923700206949768
0.32,0.04149154786259578,0.05326157111640029,0.11142332283524103,0.11477139766585101,0.18091308604713677,0.07545556065641067,0.043776538722917424,0.056358180895064204,0.10159906756264475,0.0631096891635224,0.08307083028281735,0.16647232539223894,0.17403334722034577,0.13256337067030874,0.049938017689002745,0.05456157024586539,0.09256489415743012,0.042829130993634834,0.07672811756672387,0.04842905929643905,0.02256323929706321,0.03691393975295407,0.19829278597393904,0.09501054223442322,0.06964782932066085,0.07907037774453195,0.19532781987622308,0.08030433125618228,0.14280683340515996,0.08156287479490978,0.04906753545883232,0.03342212847170998,0.07002631888128655,0.09738970988213881,0.06413091992182898,0.12697806418229435,0.06457300332696793,0.05452708638463057,0.19747228227011412,0.11231250833253693,0.04960073231560514,0.12962871964238457,0.13363135829822342,0.19372537246178556
0.33,0.039915938893794634,0.051954030819616345,0.1186356849173528,0.1202573093434284,0.17517578299328207,0.08130632206651005,0.04432736937984821,0.056944697773863975,0.10121964387238104,0.05937363242322065,0.08684374262987984,0.15412088005011274,0.16363609589775288,0.1219381148991687,0.05690288320786343,0.05489198443582193,0.10367062679531072,0.04504611955154121,0.07138644368512569,0.0507993346970413,0.02476624787907282,0.03795362488402568,0.20528737213202972,0.09977072193289954,0.07562588732227445,0.08850927687439863,0.20579812518676668,0.06795228128554778,0.15435268799622828,0.09806130380901346,0.05127768843347559,0.03421444735890327,0.07462103645795344,0.1024575015390177,0.07304979492204292,0.13147089167248124,0.06526951308104821,0.051648803485831056,0.1996360720740507,0.1176681903781168,0.053027530880495506,0.130815310289949,0.1435312591278261,0.21559430178717306
